"ID","datetime","content","label"
"572851066707963904","Tue Mar 03 20:08:32 +0000 2015","Traffic pollution tied to slower cognition in schoolchildren ","cbchealth"
"572851066007506944","Tue Mar 03 20:08:31 +0000 2015","Ubisoft has new video game designed to treat lazy eye ","cbchealth"
"572835888855707648","Tue Mar 03 19:08:13 +0000 2015","Canadian honoured for work that may yield 'truly miraculous cures' ","cbchealth"
"572769970825781250","Tue Mar 03 14:46:17 +0000 2015","Hospital suicide: So many obstacles to prevention ","cbchealth"
"572707656034471936","Tue Mar 03 10:38:40 +0000 2015","Virginia lawmakers say bake sale ban takes the cake ","cbchealth"
"572624339670941697","Tue Mar 03 05:07:36 +0000 2015","'Am I normal?': penis averages sized up ","cbchealth"
"576880531301801984","Sat Mar 14 23:00:11 +0000 2015","An abundance of online info can turn us into e-hypochondriacs. Or, worse, lead us to neglect getting the care we need ","cnnhealth"
"576820122666471424","Sat Mar 14 19:00:08 +0000 2015","A plant-based diet that incorporates fish may be the key to preventing colorectal cancers:  http://pbs.twimg.com/media/CAARHEGWEAAJGz6.jpg","cnnhealth"
"576744652717461504","Sat Mar 14 14:00:15 +0000 2015","It doesn't take much to damage your hearing at a sports bar or nightclub. That's why a billion people are at risk. ","cnnhealth"
"576736754436304896","Sat Mar 14 13:28:52 +0000 2015","RT @CNN: Forever young? Discover this island’s secrets to longevity on #TheWonderList w/ @BillWeirCNN   https://t.co/…","cnnhealth"
"576736614766010368","Sat Mar 14 13:28:18 +0000 2015","RT @CNN: Is post-traumatic stress disorder in your genes? A simple blood test may one day help tell you  http://t.co/…","cnnhealth"
"576548368740052992","Sat Mar 14 01:00:17 +0000 2015","Maysoon Zayid, a touring standup comic with Cerebral Palsy, has a message to share.  http://pbs.twimg.com/media/B__ubV_UQAAUNOO.jpg","cnnhealth"
"576518190286536704","Fri Mar 13 23:00:22 +0000 2015","How women can wipe out Alzheimer's, from @mariashriver.   http://pbs.twimg.com/media/B__sQMiUUAAGMre.jpg","cnnhealth"
"576494177971732480","Fri Mar 13 21:24:57 +0000 2015","RT @CNNOpinion: Women can defeat #Alzheimers, says @mariashriver. #WipeOutAlz challenge will make it happen.  http://…","cnnhealth"
"576472874946433024","Fri Mar 13 20:00:18 +0000 2015","Is it time to raise the legal smoking age?  http://pbs.twimg.com/media/B__rgYfUwAALomW.jpg","cnnhealth"
"576464606551490560","Fri Mar 13 19:27:27 +0000 2015","CDC: Misuse of garments may have led to release of bioterror bacteria at Tulane monkey lab. ","cnnhealth"
"576442698963415041","Fri Mar 13 18:00:23 +0000 2015","Losing a brain tumor, gaining perspective: CNN's Jessica Moskowitz's #FirstPerson experience.  http://pbs.twimg.com/media/B_-tiaAUgAArA_6.jpg","cnnhealth"
"576412516927954945","Fri Mar 13 16:00:27 +0000 2015","You may be your germs: Microbe genes slipped into human DNA, study says.  http://pbs.twimg.com/media/B_-rUkAUUAAXUyO.jpg","cnnhealth"
"576406186955780097","Fri Mar 13 15:35:18 +0000 2015","RT @CNN: A plant-based diet that incorporates fish may be the key to preventing colorectal cancers:  http://t.co/OIu6…","cnnhealth"
"576382337170051072","Fri Mar 13 14:00:32 +0000 2015","#FitNation: Finding the right life balance between family, work and getting fit.  http://pbs.twimg.com/media/B_-p3vAU0AAKb-F.jpg","cnnhealth"
"576365075541409792","Fri Mar 13 12:51:57 +0000 2015","Robert Downey Jr. presents a child with his own 'Iron Man' robotic arm.  http://pbs.twimg.com/media/B_-o-RyUIAAHCKo.jpg","cnnhealth"
"576361069280681985","Fri Mar 13 12:36:01 +0000 2015","RT @cnntech: Tim Cook tried to give Steve Jobs his liver  via @DavidGoldmanCNN http://pbs.twimg.com/media/B_-SdBDVAAAOtY7.jpg","cnnhealth"
"576353776036024320","Fri Mar 13 12:07:02 +0000 2015","RT @drsanjaygupta: what are you having for dinner? a lot more #sugar thank you think..  http://pbs.twimg.com/media/B_6NZFnUkAAebfM.jpg","cnnhealth"
"576353658184450048","Fri Mar 13 12:06:34 +0000 2015","RT @cnnbrk: U.S. Ebola patient headed to National Institutes of Health. ","cnnhealth"
"576345455149318144","Fri Mar 13 11:33:59 +0000 2015","RT @cnni: Eat yourself healthy with these amazing superfoods:  #CNNAfrica http://pbs.twimg.com/media/B_-SIcnUMAEuIFv.jpg","cnnhealth"
"576345292443951104","Fri Mar 13 11:33:20 +0000 2015","RT @CNNMoney: This computer can diagnose cancer. Watch:  CC @enlitic @jeremyphoward By @jillianeugenios http://t.co/V…","cnnhealth"
"576342990446288896","Fri Mar 13 11:24:11 +0000 2015","RT @CNN: .@RobertDowneyJr presented a child with his own 'Iron Man' robotic arm:  via @cnnireport","cnnhealth"
"576266964114374656","Fri Mar 13 06:22:05 +0000 2015","RT @TIME: The hidden dangers of being ‘skinny fat’ ","cnnhealth"
"576201036483833856","Fri Mar 13 02:00:07 +0000 2015","Kids = constant ear infections. Save yourself a trip to the ER w/ this:  #cnninstantstartups","cnnhealth"
"576170879509352449","Fri Mar 13 00:00:17 +0000 2015","Are you an e-hypochondriac? Searching symptoms online can be dangerous to your (mental) health  http://pbs.twimg.com/media/B_5rIrTVIAA-4Qv.jpg","cnnhealth"
"576140688326193152","Thu Mar 12 22:00:18 +0000 2015","Training for a triathlon? These yoga poses can help, via @MobilityMaker.  http://pbs.twimg.com/media/B_6VkyKUsAABKof.jpg","cnnhealth"
"576125571828076544","Thu Mar 12 21:00:14 +0000 2015","Battling to eliminate elephantiasis, a parasite that continues to infect 120 million worldwide  http://pbs.twimg.com/media/B_6T5M5VIAAK5br.jpg","cnnhealth"
"576110503887425536","Thu Mar 12 20:00:22 +0000 2015","Could a simple blood test someday tell if you're genetically predisposed to PTSD? ","cnnhealth"
"576105132053667840","Thu Mar 12 19:39:01 +0000 2015","RT @CNN: Explore the secrets of Ikaria on #TheWonderList with @BillWeirCNN Sun at 10pET/PT.  https://vine.co/v/O9nAHUHOnK2","cnnhealth"
"576095417663819776","Thu Mar 12 19:00:25 +0000 2015","Ear trouble? Save yourself a trip to the ER. One startup has created an iPhone attachment to diagnose ear infections. ","cnnhealth"
"576050122825420800","Thu Mar 12 16:00:26 +0000 2015","Is mustard better for you than ketchup? @drsanjaygupta explains the sugar hiding in your food.  http://pbs.twimg.com/media/B_5fWh1U0AAtHtq.jpg","cnnhealth"
"576019943239503872","Thu Mar 12 14:00:31 +0000 2015","Preparing for a triathlon? You might want to try this.  http://pbs.twimg.com/media/B_5eFP0UYAETeJa.jpg","cnnhealth"
"576012369400193024","Thu Mar 12 13:30:25 +0000 2015","A Tulane researcher has been exposed to deadly bioterror bacteria at a monkey lab. ","cnnhealth"
"576000927812984834","Thu Mar 12 12:44:57 +0000 2015","Be careful when diagnosing your ailments online and avoid these mistakes. ","cnnhealth"
"575981334935502848","Thu Mar 12 11:27:06 +0000 2015","RT @CNNMoney: Tyson shares dropped after officials confirmed cases of bird flu in the U.S.  $TSN http://t.co/Yv53Kw10…","cnnhealth"
"575962751874383872","Thu Mar 12 10:13:15 +0000 2015","His 3 simple secrets to a long &amp; happy life? #TheWonderList w/ @BillWeirCNN Sun. 10p @CNN ","cnnhealth"
"575823679671570432","Thu Mar 12 01:00:38 +0000 2015","Sticking to a plant-based diet that includes fish could reduce your risk for colon cancer.  http://pbs.twimg.com/media/B_1z4slUsAE42u1.jpg","cnnhealth"
"575778497592881153","Wed Mar 11 22:01:05 +0000 2015","After being forced to undergo nearly 6 months of chemo, this teen is in remission.  http://pbs.twimg.com/media/B_11TdxVEAAL4ZO.jpg","cnnhealth"
"575741176415936513","Wed Mar 11 19:32:47 +0000 2015","Vegetarians who eat fish could be greatly reducing their risk of colon cancer.  http://pbs.twimg.com/media/B_1xfNsVEAAsEUp.jpg","cnnhealth"
"575740566438330369","Wed Mar 11 19:30:22 +0000 2015","Brilliant flu-risk map by @EverydayHealth: Enter your zip code and learn your #flu risk ","cnnhealth"
"575655737239736320","Wed Mar 11 13:53:17 +0000 2015","A Connecticut teen forced to undergo chemotherapy to treat Hodgkin lymphoma is in remission.  http://pbs.twimg.com/media/B_0j17iUIAEBU0Q.jpg","cnnhealth"
"575632926907371521","Wed Mar 11 12:22:39 +0000 2015","RT @milesobrien: Thanks to @drsanjaygupta @roniselig @susanchun1 @tinkertime @calebhell @AC360 for such a powerful film. I hope this teache…","cnnhealth"
"575632624007282690","Wed Mar 11 12:21:26 +0000 2015","RT @CNNMoney: Would you ever try a kale smoothie made by @McDonalds?  By @LaMonicaBuzz http://pbs.twimg.com/media/B_wptloUYAABnVX.jpg","cnnhealth"
"575477419827576833","Wed Mar 11 02:04:43 +0000 2015","RT @CNN: Trauma and grief don't always fit neatly into five textbook stages, @drsanjaygupta says.  http://t.co/KKmg3X…","cnnhealth"
"575477028658376704","Wed Mar 11 02:03:10 +0000 2015","RT @CNNMoney: Would you trust this to measure your blood sugar?  @AmDiabetesAssn cc @HeatherKelly25 http://t.co/cehJY…","cnnhealth"
"575476922706042881","Wed Mar 11 02:02:44 +0000 2015","RT @CNNMoney: Dunkin' Donuts is pulling titanium dioxide from its ingredient list  https://amp.twimg.com/v/92c1ae8c-d9ca-43fd-bfd4-b8042db9ff91","cnnhealth"
"575328736813301760","Tue Mar 10 16:13:54 +0000 2015","RT @drsanjaygupta: what @milesobrien teaches us about loss, and being found:  @CNN @AC360 @andersoncooper http://t.co…","cnnhealth"
"575292881876959232","Tue Mar 10 13:51:26 +0000 2015","Stages of grief: What @milesobrien teaches us about loss and being found, from @drsanjaygupta.  http://pbs.twimg.com/media/B_vZ0-wWAAAkK5r.jpg","cnnhealth"
"575278711165034496","Tue Mar 10 12:55:07 +0000 2015","RT @CNN: How did toddler survive car crash in Utah river? ","cnnhealth"
"575032348330364928","Mon Mar 09 20:36:10 +0000 2015","Discover the story behind @milesobrien's inspiring road to recovery after losing his arm.  http://pbs.twimg.com/media/B_rs35pU0AAfCEG.jpg","cnnhealth"
"575031236353265664","Mon Mar 09 20:31:44 +0000 2015","RT @CNN: After losing his arm in an accident, @milesobrien opens up about his recovery:  via @CNNOpinion http://t.co/…","cnnhealth"
"574979459926790144","Mon Mar 09 17:06:00 +0000 2015","RT @drsanjaygupta: ""the most important thing i learned: you gain strength by admitting you need help""@milesobrien  ht…","cnnhealth"
"574319892473622529","Sat Mar 07 21:25:07 +0000 2015","What you need to know about daylight savings and your health ","cnnhealth"
"573971325825511425","Fri Mar 06 22:20:02 +0000 2015","The couple that plays (tennis) together...  http://pbs.twimg.com/media/B_cn09YUgAEx_d6.jpg","cnnhealth"
"573959676129316864","Fri Mar 06 21:33:45 +0000 2015","College kids make robotic arms for children without real ones  #3DPrinted via @cnnireport @dsashin","cnnhealth"
"573894727143133185","Fri Mar 06 17:15:40 +0000 2015","RT @drsanjaygupta: putting finishing touches on a powerful hour on my good pal @milesobrien. here's a sneak peek:  ht…","cnnhealth"
"573894281401888768","Fri Mar 06 17:13:53 +0000 2015","RT @kellywallacetv: Q's about women's mental health &amp; meds. Join @CNN NOW w psychiatrist @BellevueDoc. https://www.facebook.com/cnn/posts/10153438927691509  https://t.c…","cnnhealth"
"573863574097018880","Fri Mar 06 15:11:52 +0000 2015","Say what? Are you one of the 1 billion at risk for hearing loss from loud music? @WHO  http://pbs.twimg.com/media/B_bFh-aVAAEMNiU.jpg","cnnhealth"
"573611397818507265","Thu Mar 05 22:29:49 +0000 2015","Is your penis size ‘normal’? Knowing can be medically important to men @tinkertime reports  http://pbs.twimg.com/media/B_Xf4ZCXEAAqwsu.jpg","cnnhealth"
"573569292438007808","Thu Mar 05 19:42:30 +0000 2015","Science to Carson: You're wrong on how sexual orientation works @elizcohencnn @JBONIFIELDCNN  http://pbs.twimg.com/media/B_W6GmgWAAEDe8t.jpg","cnnhealth"
"573336953602494464","Thu Mar 05 04:19:16 +0000 2015","Did you know that coffee is healthier if you use a paper filter? ","cnnhealth"
"573208035428073472","Wed Mar 04 19:46:59 +0000 2015","RT @roniselig: Huge Congrats to @elizcohencnn with @JBONIFIELDCNN winning #Gracie 2015 award-Orig Online series #Ebola","cnnhealth"
"573150406735466496","Wed Mar 04 15:58:00 +0000 2015","Myth or fact: Coffee is practically a health food? Answer: yes.  http://pbs.twimg.com/media/B_Q9PNxU8AAjBJl.jpg","cnnhealth"
"573135489085116416","Wed Mar 04 14:58:43 +0000 2015","Breaking development: Deadly superbug-related scopes sold without FDA approval @elizcohencnn ","cnnhealth"
"572877639934869507","Tue Mar 03 21:54:07 +0000 2015","Can you find the 'best' hospital for you? It's not clear if you consult ""best of"" lists @Health_Affairs ","cnnhealth"
"572800737983520769","Tue Mar 03 16:48:32 +0000 2015","As we watch for the execution in Georgia @elizcohencnn explains lethal injection in 1 1/2 minutes ","cnnhealth"
"572779609932079104","Tue Mar 03 15:24:35 +0000 2015","What’s At Stake As Health Law Lands At Supreme Court Again, Great piece @SarahVarney4 @KHNews @NewsHour ","cnnhealth"
"572775543709540354","Tue Mar 03 15:08:25 +0000 2015","What should you eat when you're sick? [Infographic] @insidePN<U+200B> ","cnnhealth"
"572603835832668160","Tue Mar 03 03:46:07 +0000 2015","“The world would be a better place without you."" Cyberbullying is having a health impact in college. ","cnnhealth"
"572491843356786689","Mon Mar 02 20:21:06 +0000 2015","Cyberbullying in college, and the health risks to its victims (and even the bullies)  http://pbs.twimg.com/media/B_HmQ8fUwAAsxvh.jpg","cnnhealth"
"571685405852102656","Sat Feb 28 14:56:36 +0000 2015","CNN's medical unit Sr. EP @roniselig is featured in the NYT for her dedication to running, even in the bitter cold ","cnnhealth"
"571438753413259264","Fri Feb 27 22:36:30 +0000 2015","Ophthalmologists say the gold v blue dress could help find new vision treatments. #thedress @elizcohencnn ","cnnhealth"
"571339166874767360","Fri Feb 27 16:00:47 +0000 2015","A scientific tale of two dresses: Why some see blue and others gold @elizcohencnn  http://pbs.twimg.com/media/B-3N5XkUAAEjqVr.jpg","cnnhealth"
"571011697298812928","Thu Feb 26 18:19:32 +0000 2015","A deadly bacteria is killing thousands, and it's now in doctor and dentist offices  @elizcohencnn @CDCgov ","cnnhealth"
"570643601081786368","Wed Feb 25 17:56:51 +0000 2015","Superbug source known for decades, Drs ask why FDA delayed action @elizcohencnn @jechristensen  http://pbs.twimg.com/media/B-tVVKAXAAIMwbp.jpg","cnnhealth"
"570632614920327169","Wed Feb 25 17:13:11 +0000 2015","The latest Obamacare challenge: What you need to know @CNNPolitics  ","cnnhealth"
"570601385009528832","Wed Feb 25 15:09:06 +0000 2015","FDA knew for years that the scopes behind the superbug virus was a risk @elizcohencnn ","cnnhealth"
"570348937413931010","Tue Feb 24 22:25:57 +0000 2015","Good &amp; bad: the decline in smoking rates could actually increase deaths from lung cancer ","cnnhealth"
"570294041339940864","Tue Feb 24 18:47:49 +0000 2015","RT @drsanjaygupta: exposing kids to #peanuts early in life may actually keep them from developing an #allergy --  htt…","cnnhealth"
"570259885247623168","Tue Feb 24 16:32:06 +0000 2015","You should really learn to cook...for your health @jdwilson2 ","cnnhealth"
"569988019207446530","Mon Feb 23 22:31:48 +0000 2015","Poll: Nearly 4 in 10 Americans think #measles likely will strike their community within the next few weeks ","cnnhealth"
"569972670034534401","Mon Feb 23 21:30:48 +0000 2015","Poll: Nearly 6 in 10 are opposed to unvaccinated children participating in public school or daycare ","cnnhealth"
"569947787477061637","Mon Feb 23 19:51:56 +0000 2015","CNN Poll on #vaccinations and #measles  http://pbs.twimg.com/media/B-jcXIFCEAAXhy6.jpg","cnnhealth"
"569890453073502210","Mon Feb 23 16:04:06 +0000 2015","What exactly is the deadly superbug? We have the answers. @benbCNN ","cnnhealth"
"569874388578897921","Mon Feb 23 15:00:16 +0000 2015","The great American sleep recession. Why you're yawning while you read this ","cnnhealth"
"568464909161406464","Thu Feb 19 17:39:30 +0000 2015","RT @elizcohencnn: My heart goes out to victims of the CA superbug. Here's how to avoid hospital acquired infections. Tell me ur story. http…","cnnhealth"
"567744126503104513","Tue Feb 17 17:55:22 +0000 2015","Watch the intrepid @RachCrane trying out a new fitness craze: exposing herself to -220F temps to boost metabolism ","cnnhealth"
"567726663757475840","Tue Feb 17 16:45:59 +0000 2015","""Go to the emergency room now!"" #Measles was no big deal -- until my daughter got it ","cnnhealth"
"567680053883195392","Tue Feb 17 13:40:46 +0000 2015","Return of Franken-fruit! FDA approves new apples that don't brown. @tinkertime #gmo ","cnnhealth"
"567409448571121664","Mon Feb 16 19:45:29 +0000 2015","Snowed in? Here's how to beat the winter blues @CNN @tinkertime #cnnsnow ","cnnhealth"
"566594990835392513","Sat Feb 14 13:49:07 +0000 2015","Looking for Mr. or Ms. Right? How about Dr. Right? 5 tips from @elizcohencnn  http://pbs.twimg.com/media/B9rR8g0IgAEUkJD.jpg","cnnhealth"
"565951161254305792","Thu Feb 12 19:10:46 +0000 2015","She gave him a kidney, he gave her his heart. An amazing meet cute story from @dsashin  http://pbs.twimg.com/media/B9qplRHCYAEeaFA.jpg","cnnhealth"
"565950109561913344","Thu Feb 12 19:06:35 +0000 2015","An growing number of American kids are doing yoga. Here's why @NCHStats @jechristensen  http://pbs.twimg.com/media/B9qooDbCEAAqkMI.png","cnnhealth"
"565917282090487808","Thu Feb 12 16:56:08 +0000 2015","Fish oil is the most common natural product taken in the US. And other findings from @NCHStats @jechristensen ","cnnhealth"
"565886646319857664","Thu Feb 12 14:54:24 +0000 2015","One of 3 Americans use alternative medicine? Are you among them? And other findings from the @NCHStats @jechristensen ","cnnhealth"
"565249625490481152","Tue Feb 10 20:43:07 +0000 2015","How #instagram is helping doctors solve medical mysteries  http://pbs.twimg.com/media/B9grifyIUAI0aUo.jpg","cnnhealth"
"564112611680067584","Sat Feb 07 17:25:01 +0000 2015","How bad is #measles around the world? Bad @MadisonCNN ","cnnhealth"
"563830840715923457","Fri Feb 06 22:45:22 +0000 2015","Here are 6 proven ways to beat the odds and avoid heart disease @jechristensen ","cnnhealth"
"563830327970643968","Fri Feb 06 22:43:20 +0000 2015","CNN: Flu epidemic seems to be slowing, but 8 more children have died @jechristensen ","cnnhealth"
"563807246438903809","Fri Feb 06 21:11:37 +0000 2015","Parents to parents: Vaccinating is personal @CNNiReport @JareenAI  http://pbs.twimg.com/media/B9MLqPrCQAANnCh.jpg","cnnhealth"
"563480954363060226","Thu Feb 05 23:35:03 +0000 2015","Who are the unvaccinated? @JoshLevs ","cnnhealth"
"563465600056700928","Thu Feb 05 22:34:02 +0000 2015","How to persuade skeptical or misinformed parents to vaccinate @kellywallacetv ","cnnhealth"
"563427361899958273","Thu Feb 05 20:02:05 +0000 2015","Mom of 8yr-old heart transplant recipient to anti-vaccine parents: 'I understand fearing for your child' @cnnireport ","cnnhealth"
"563068258132062208","Wed Feb 04 20:15:08 +0000 2015","“It's not just because I love my kids that I vaccinated them - it's because I love your kids as well”  @drsanjaygupta ","cnnhealth"
"563061181963714560","Wed Feb 04 19:47:01 +0000 2015","UK lawmakers approve '3-parent babies' law but what is that? ","cnnhealth"
"563053168884326401","Wed Feb 04 19:15:11 +0000 2015","“Parents have a [vaccination] choice in this country that many around the world will never have” @drsanjaygupta ","cnnhealth"
"563045642054803456","Wed Feb 04 18:45:16 +0000 2015","5 myths surrounding #vaccines -- and the reality ","cnnhealth"
"563038051404746752","Wed Feb 04 18:15:06 +0000 2015","You are 100 times more likely to be struck by lightning than get serious allergic reaction to #vaccine @drsanjaygupta ","cnnhealth"
"563023002606915584","Wed Feb 04 17:15:18 +0000 2015","Science of #vaccine safety has the “awesome challenge of trying to prove a negative” - a (non)Opinion @drsanjaygupta ","cnnhealth"
"563020716321562628","Wed Feb 04 17:06:13 +0000 2015","RT @cnnireport: Parents: What is your message to people who don’t vaccinate their kids? Share your video: ","cnnhealth"
"563008163394633729","Wed Feb 04 16:16:20 +0000 2015","“Vaccines prevent 6 million deaths every year and fundamentally changed modern medicine” Opinion @drsanjaygupta ","cnnhealth"
"562956338196905986","Wed Feb 04 12:50:24 +0000 2015","CNN: Dr. Sanjay Gupta: Vaccines work they are a matter of fact ","cnnhealth"
"562773889290629120","Wed Feb 04 00:45:25 +0000 2015","CNN: Dr. Sanjay Gupta: Vaccines are a matter of fact ","cnnhealth"
"562677901880205314","Tue Feb 03 18:24:00 +0000 2015","Follow the lastet news and debate on the 2015 #measles outbreak here: ","cnnhealth"
"562675672246927362","Tue Feb 03 18:15:08 +0000 2015","The two sides to the MMR vaccine debate, says @drsanjaygupta are ""the right side and the wrong side"" ","cnnhealth"
"562639586015608833","Tue Feb 03 15:51:45 +0000 2015","Whitney Houston's daughter still on ventilator ","cnnhealth"
"562639365457731584","Tue Feb 03 15:50:52 +0000 2015","Measles outbreak: How bad is it really? Here's the break down.  ","cnnhealth"
"562639055759081472","Tue Feb 03 15:49:38 +0000 2015","Gupta: Those opposing vaccines are just wrong ","cnnhealth"
"560623676824231936","Thu Jan 29 02:21:15 +0000 2015","Fit Nation is back: Meet the new team ","cnnhealth"
"560623548927320064","Thu Jan 29 02:20:44 +0000 2015","California measles outbreak grows ","cnnhealth"
"560623476709793792","Thu Jan 29 02:20:27 +0000 2015","Mom: Anti-vaxxers put my baby in quarantine ","cnnhealth"
"559924660851064832","Tue Jan 27 04:03:36 +0000 2015","Details emerge about Joan Rivers death after lawsuit filed from @jechristensen  http://pbs.twimg.com/media/B8VAgxHCYAETD6L.jpg","cnnhealth"
"559750625333084160","Mon Jan 26 16:32:03 +0000 2015","While sitting can kill you, here's a great antidote to help you sit smarter @MobilityMaker  http://pbs.twimg.com/media/B8SiOk7IEAAoqu7.jpg","cnnhealth"
"558639108369952768","Fri Jan 23 14:55:17 +0000 2015","The world is one step closer to having a real weapon to fight Ebola, from @jechristensen  http://pbs.twimg.com/media/B8CvTxaIgAAEvrB.jpg","cnnhealth"
"558637982941728768","Fri Jan 23 14:50:48 +0000 2015","Frozen mania: the scientific reason behind why kids can't ""Let it go"" &amp; why that may be ok  http://pbs.twimg.com/media/B8CuSRLIgAEJ0eY.jpg","cnnhealth"
"558298094345801728","Thu Jan 22 16:20:13 +0000 2015","What's it like inside the Ebola hotzone? An American doctor who had Ebola is back in Africa  http://pbs.twimg.com/media/B795KItIIAEVB1R.jpg","cnnhealth"
"558293764167725056","Thu Jan 22 16:03:00 +0000 2015","A souvenir from vacation you don't want. Some 42 people who visited Disneyland have measles  http://pbs.twimg.com/media/B791OFTCYAABa_8.jpg","cnnhealth"
"558289147597963264","Thu Jan 22 15:44:39 +0000 2015","Want to lose weight,  or quit smoking -love may be the answer. Here's why from @jechristensen   http://pbs.twimg.com/media/B79xBYQIYAM83Nl.jpg","cnnhealth"
"557922490115457024","Wed Jan 21 15:27:41 +0000 2015","Stand up before it is too late. Sitting will kill you, here's why from @jechristensen  http://pbs.twimg.com/media/B74jjGaCMAER8jW.jpg","cnnhealth"
"556211029232082944","Fri Jan 16 22:06:57 +0000 2015","The flu is back at an epidemic level  http://pbs.twimg.com/media/B7gO-9eCMAIEmQ3.jpg","cnnhealth"
"555812557353938944","Thu Jan 15 19:43:34 +0000 2015","That cell phone is suffocating you, @drsanjaygupta shows you how  http://pbs.twimg.com/media/B7akk2QCEAAFhB0.jpg","cnnhealth"
"555781691265253376","Thu Jan 15 17:40:55 +0000 2015","There is some real hope for the Ebola epidemic from @jechristensen  http://pbs.twimg.com/media/B7aIgNIIAAEBM62.jpg","cnnhealth"
"555759988338327553","Thu Jan 15 16:14:41 +0000 2015","Heroin deaths are up for a third year in a row  http://pbs.twimg.com/media/B7Z0w7sCYAAM-Jq.jpg","cnnhealth"
"555448445432250368","Wed Jan 14 19:36:43 +0000 2015","What are ""natural flavors,"" really? @AmandaWoerner  http://pbs.twimg.com/media/B7VZavoIIAAky2s.jpg","cnnhealth"
"555439960946642945","Wed Jan 14 19:03:00 +0000 2015","Do any of your resolutions involve eating better?  Here's some easy ways to do just that  http://pbs.twimg.com/media/B7VRs4CCcAAW-LX.jpg","cnnhealth"
"555116519014035456","Tue Jan 13 21:37:46 +0000 2015","Resolutions starting to slide? @MobilityMaker has ideas from #yoga to help you keep them  http://pbs.twimg.com/media/B7QriE5CMAAGf-e.jpg","cnnhealth"
"555112196301402112","Tue Jan 13 21:20:35 +0000 2015","Those NewYear resolutions starting to slide? Try these ideas from Yoga to stick with to them  http://pbs.twimg.com/media/B7QnmePCMAAMeVE.jpg","cnnhealth"
"555021160438833152","Tue Jan 13 15:18:51 +0000 2015","Make medicine personal: scientists may use your brain to predict your future @jechristensen  http://pbs.twimg.com/media/B7PUzfoIYAA0jpe.jpg","cnnhealth"
"554759804133310464","Mon Jan 12 22:00:18 +0000 2015","It's hard to believe it's 5 years since the Haiti quake. Here's one incredible survival story  http://pbs.twimg.com/media/B7LnGi9CIAAF1jm.jpg","cnnhealth"
"554687005289091073","Mon Jan 12 17:11:02 +0000 2015","A 'one in a million' chance, that's what this couple had for having these babies  http://pbs.twimg.com/media/B7Kk5GXCYAA3q4V.jpg","cnnhealth"
"554660879716069376","Mon Jan 12 15:27:13 +0000 2015","5 years ago an infant was left alone buried in the rubble for 4 entire days.Check her out now  http://pbs.twimg.com/media/B7KNIY9CIAEDxnv.jpg","cnnhealth"
"553561264585441280","Fri Jan 09 14:37:44 +0000 2015","More are sick &amp; federal investigators may know what's causing it with some tainted apples  http://pbs.twimg.com/media/B66lCXIIEAImVzh.jpg","cnnhealth"
"553346427246870528","Fri Jan 09 00:24:03 +0000 2015","Teen's forced chemo may continue, Connecticut court rules  http://pbs.twimg.com/media/B63hpLrCAAAKrL9.jpg","cnnhealth"
"552846429312782337","Wed Jan 07 15:17:14 +0000 2015","By day's end alcohol poisoning will have killed 6 people. Here's why  @jechristensen  http://pbs.twimg.com/media/B6wa5eiIIAAk2og.jpg","cnnhealth"
"552603892631216128","Tue Jan 06 23:13:29 +0000 2015","The impossible becomes possible: technology helps a paralyzed man move his legs @elizcohencnn  http://pbs.twimg.com/media/B6s-T_AIUAE27SL.jpg","cnnhealth"
"552244953175560193","Mon Jan 05 23:27:11 +0000 2015","RT @drsanjaygupta: stuck at the office? you're not alone!  http://pbs.twimg.com/media/B6n3v92IcAAQiA8.jpg","cnnhealth"
"552240517216731137","Mon Jan 05 23:09:34 +0000 2015","The flu is coming to a state near you (if it isn't there already)  http://pbs.twimg.com/media/B6nz0vYCIAAExRX.jpg","cnnhealth"
"552190271912706048","Mon Jan 05 19:49:54 +0000 2015","RT @drsanjaygupta: why you might have to wait longer to see your doctor in 2015:  http://pbs.twimg.com/media/B6mqpvPCIAApTA4.jpg","cnnhealth"
"546025806754234369","Fri Dec 19 19:34:31 +0000 2014","Caramel apples thought to be linked to deadly listeria outbreak in 10 states @jechristensen  http://pbs.twimg.com/media/B5Pfk_mIgAAHQBT.jpg","cnnhealth"
"545968556064919552","Fri Dec 19 15:47:02 +0000 2014","Feeling less than festive this holiday season? Here are a few easy ways to beat holiday blues.  http://pbs.twimg.com/media/B5OrgkOIEAAUaFe.jpg","cnnhealth"
"545240016654303232","Wed Dec 17 15:32:04 +0000 2014","The debilitating outbreak sweeping the Americas ","cnnhealth"
"545236484480335873","Wed Dec 17 15:18:02 +0000 2014","People who think they're younger than they are may hold the key to longer life. @jechristensen  http://pbs.twimg.com/media/B5ERsY0CIAA_CnB.jpg","cnnhealth"
"545235185571463168","Wed Dec 17 15:12:52 +0000 2014","Go ahead, lie about your age -it may help you live longer. ","cnnhealth"
"544899870809939968","Tue Dec 16 17:00:27 +0000 2014","Teens do fewer drugs and drink less. ","cnnhealth"
"544575256737103872","Mon Dec 15 19:30:33 +0000 2014","Here's the health reasons why it is good that Angelina Jolie stayed home from her movie premiere ","cnnhealth"
"544533735031730177","Mon Dec 15 16:45:34 +0000 2014","Just in time for the holidays: Here are 5 easy ways to ""fat proof"" your home  http://pbs.twimg.com/media/B46Si_ACAAAn7Pq.jpg","cnnhealth"
